"city","city_ascii","state_id","state_name","county_fips","county_name","county_fips_all","county_name_all","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Ellensburg","Ellensburg","WA","Washington","53037","Kittitas","53037","Kittitas","46.9994","-120.5470","23471.0","1022","polygon","FALSE","TRUE","America/Los_Angeles","3","98926","1840019841"
"Fairfield","Fairfield","WA","Washington","53063","Spokane","53063","Spokane","47.3848","-117.1748","616","387","polygon","FALSE","TRUE","America/Los_Angeles","3","99012","1840021096"
"Mansfield","Mansfield","WA","Washington","53017","Douglas","53017","Douglas","47.8119","-119.6380","339","401","polygon","FALSE","TRUE","America/Los_Angeles","3","98830","1840022286"
"Markham","Markham","WA","Washington","53027","Grays Harbor","53027","Grays Harbor","46.9155","-123.9814","238","82","polygon","FALSE","FALSE","America/Los_Angeles","3","98520","1840017359"
"Longview","Longview","WA","Washington","53015","Cowlitz","53015","Cowlitz","46.1460","-122.9630","65619.0","976","polygon","FALSE","TRUE","America/Los_Angeles","3","98632","1840019904"
"Rosedale","Rosedale","WA","Washington","53053","Pierce","53053","Pierce","47.3453","-122.6368","4459","379","polygon","FALSE","FALSE","America/Los_Angeles","3","98332","1840023839"
"Bethel","Bethel","WA","Washington","53035","Kitsap","53035","Kitsap","47.4874","-122.6175","3673","448","polygon","FALSE","FALSE","America/Los_Angeles","3","98367","1840023792"
"Lofall","Lofall","WA","Washington","53035","Kitsap","53035","Kitsap","47.8113","-122.6564","2211","427","polygon","FALSE","FALSE","America/Los_Angeles","3","98370","1840023798"
"Winlock","Winlock","WA","Washington","53041","Lewis","53041","Lewis","46.4907","-122.9342","1354","405","polygon","FALSE","TRUE","America/Los_Angeles","3","98596","1840021164"
"Cottage Lake","Cottage Lake","WA","Washington","53033","King","53033","King","47.7466","-122.0755","23941","406","polygon","FALSE","FALSE","America/Los_Angeles","3","98072 98077","1840037848"
"Woods Creek","Woods Creek","WA","Washington","53061","Snohomish","53061","Snohomish","47.8821","-121.8982","5826","160","polygon","FALSE","FALSE","America/Los_Angeles","3","98272","1840037864"
"Sisco Heights","Sisco Heights","WA","Washington","53061","Snohomish","53061","Snohomish","48.1188","-122.1076","2810","86","polygon","FALSE","FALSE","America/Los_Angeles","3","98223","1840037510"
"Wapato","Wapato","WA","Washington","53077","Yakima","53077","Yakima","46.4434","-120.4215","7686.0","1646","polygon","FALSE","TRUE","America/Los_Angeles","3","98951","1840021153"
"Lake Goodwin","Lake Goodwin","WA","Washington","53061","Snohomish","53061","Snohomish","48.1387","-122.2804","3879","374","polygon","FALSE","FALSE","America/Los_Angeles","3","98223 98292 98271","1840037872"
"Kent","Kent","WA","Washington","53033","King","53033","King","47.3887","-122.2128","128458","1470","polygon","FALSE","TRUE","America/Los_Angeles","2","98031 98030 98032 98042 98035 98064 98089","1840018424"
"Ryderwood","Ryderwood","WA","Washington","53015","Cowlitz","53015","Cowlitz","46.3750","-123.0441","332","797","polygon","FALSE","FALSE","America/Los_Angeles","3","98581","1840025275"
"La Conner","La Conner","WA","Washington","53057","Skagit","53057","Skagit","48.3925","-122.4945","3475.0","905","polygon","FALSE","TRUE","America/Los_Angeles","3","98257","1840021068"
"George","George","WA","Washington","53025","Grant","53025","Grant","47.0845","-119.8598","507","151","polygon","FALSE","TRUE","America/Los_Angeles","3","98848 98824","1840019814"
"Eatonville","Eatonville","WA","Washington","53053","Pierce","53053","Pierce","46.8682","-122.2698","3038.0","633","polygon","FALSE","TRUE","America/Los_Angeles","3","98328","1840021131"
"Almira","Almira","WA","Washington","53043","Lincoln","53043","Lincoln","47.7105","-118.9369","276","205","polygon","FALSE","TRUE","America/Los_Angeles","3","99103","1840021108"
"Mount Vista","Mount Vista","WA","Washington","53011","Clark","53011","Clark","45.7373","-122.6315","8525","628","polygon","FALSE","FALSE","America/Los_Angeles","3","98642 98686","1840037858"
"Lakeland South","Lakeland South","WA","Washington","53033","King","53033","King","47.2784","-122.2831","13982","1087","polygon","FALSE","TRUE","America/Los_Angeles","3","98001 98003","1840074270"
"Neah Bay","Neah Bay","WA","Washington","53009","Clallam","53009","Clallam","48.3612","-124.6115","994","163","polygon","FALSE","FALSE","America/Los_Angeles","3","98357","1840023937"
"Port Angeles East","Port Angeles East","WA","Washington","53009","Clallam","53009","Clallam","48.1041","-123.3695","3627","371","polygon","FALSE","TRUE","America/Los_Angeles","3","98362","1840074570"
"Taholah","Taholah","WA","Washington","53027","Grays Harbor","53027","Grays Harbor","47.3283","-124.2728","714","79","polygon","FALSE","FALSE","America/Los_Angeles","3","98587","1840018447"
"Connell","Connell","WA","Washington","53021","Franklin","53021","Franklin","46.6624","-118.8405","5360.0","275","polygon","FALSE","TRUE","America/Los_Angeles","3","99326","1840018479"
"Santiago","Santiago","WA","Washington","53027","Grays Harbor","53027","Grays Harbor","47.2975","-124.2327","26","6","polygon","FALSE","TRUE","America/Los_Angeles","3","98587","1840042040"
"Colville","Colville","WA","Washington","53065","Stevens","53065","Stevens","48.5454","-117.8986","5064.0","596","polygon","FALSE","TRUE","America/Los_Angeles","3","99114","1840018361"
"Walla Walla","Walla Walla","WA","Washington","53071","Walla Walla","53071","Walla Walla","46.0669","-118.3365","57779.0","938","polygon","FALSE","TRUE","America/Los_Angeles","3","99362","1840021174"
"Curlew","Curlew","WA","Washington","53019","Ferry","53019","Ferry","48.8777","-118.6045","149","75","polygon","FALSE","FALSE","America/Los_Angeles","3","99118","1840025242"
"Hoodsport","Hoodsport","WA","Washington","53045","Mason","53045","Mason","47.4020","-123.1542","331","121","polygon","FALSE","FALSE","America/Los_Angeles","3","98548","1840025233"
"Mattawa","Mattawa","WA","Washington","53025","Grant","53025","Grant","46.7364","-119.9019","5122.0","2388","polygon","FALSE","TRUE","America/Los_Angeles","2","99349","1840022292"
"Prairie Ridge","Prairie Ridge","WA","Washington","53053","Pierce","53053","Pierce","47.1443","-122.1408","12733","1202","polygon","FALSE","FALSE","America/Los_Angeles","3","98360 98391","1840037882"
"Stansberry Lake","Stansberry Lake","WA","Washington","53053","Pierce","53053","Pierce","47.3814","-122.7154","2747","510","polygon","FALSE","TRUE","America/Los_Angeles","3","98329","1840042090"
"Frederickson","Frederickson","WA","Washington","53053","Pierce","53053","Pierce","47.0914","-122.3594","21737","725","polygon","FALSE","FALSE","America/Los_Angeles","3","98387 98375 98446","1840037551"
"Mill Creek","Mill Creek","WA","Washington","53061","Snohomish","53061","Snohomish","47.8633","-122.2034","20832","1747","polygon","FALSE","TRUE","America/Los_Angeles","3","98012 98082","1840019790"
"Green Bluff","Green Bluff","WA","Washington","53063","Spokane","53063","Spokane","47.8190","-117.2770","544","27","polygon","FALSE","FALSE","America/Los_Angeles","3","99021 99005","1840023785"
"Puyallup","Puyallup","WA","Washington","53053","Pierce","53053","Pierce","47.1794","-122.2902","41001","1119","polygon","FALSE","TRUE","America/Los_Angeles","3","98372 98371 98374 98373 98352","1840019859"
"Lake McMurray","Lake McMurray","WA","Washington","53057","Skagit","53057","Skagit","48.3129","-122.2317","134","63","polygon","FALSE","FALSE","America/Los_Angeles","3","98274","1840037893"
"Issaquah","Issaquah","WA","Washington","53033","King","53033","King","47.5420","-122.0444","37487","1192","polygon","FALSE","TRUE","America/Los_Angeles","3","98029 98027","1840018422"
"Hazel Dell","Hazel Dell","WA","Washington","53011","Clark","53011","Clark","45.6797","-122.6553","21449","1718","polygon","FALSE","FALSE","America/Los_Angeles","3","98665","1840037662"
"Wilbur","Wilbur","WA","Washington","53043","Lincoln","53043","Lincoln","47.7583","-118.7110","839","249","polygon","FALSE","TRUE","America/Los_Angeles","3","99185","1840022296"
"Centerville","Centerville","WA","Washington","53039","Klickitat","53039","Klickitat","45.7540","-120.9081","109","12","polygon","FALSE","FALSE","America/Los_Angeles","3","98613","1840017401"
"Spokane Valley","Spokane Valley","WA","Washington","53063","Spokane","53063","Spokane","47.6625","-117.2346","97847","1001","polygon","FALSE","TRUE","America/Los_Angeles","3","99206 99016 99212 99216 99037 99211 99213 99215","1840021094"
"Lewisville","Lewisville","WA","Washington","53011","Clark","53011","Clark","45.8127","-122.5144","1503","107","polygon","FALSE","FALSE","America/Los_Angeles","3","98604","1840037855"
"Gorst","Gorst","WA","Washington","53035","Kitsap","53035","Kitsap","47.5237","-122.7057","257","160","polygon","FALSE","FALSE","America/Los_Angeles","3","98312 98367","1840023795"
"Ione","Ione","WA","Washington","53051","Pend Oreille","53051","Pend Oreille","48.7402","-117.4223","459","330","polygon","FALSE","TRUE","America/Los_Angeles","3","99139","1840021061"
"Vaughn","Vaughn","WA","Washington","53053","Pierce","53053","Pierce","47.3550","-122.7773","342","57","polygon","FALSE","FALSE","America/Los_Angeles","3","98329 98394","1840023841"
"Ferndale","Ferndale","WA","Washington","53073","Whatcom","53073","Whatcom","48.8525","-122.5893","14026","775","polygon","FALSE","TRUE","America/Los_Angeles","3","98248","1840019751"
"White Center","White Center","WA","Washington","53033","King","53033","King","47.5086","-122.3480","15300","2614","polygon","FALSE","FALSE","America/Los_Angeles","2","98106 98146 98168","1840037727"
"Pacific","Pacific","WA","Washington","53033","King","53033|53053","King|Pierce","47.2611","-122.2507","7184","1149","polygon","FALSE","TRUE","America/Los_Angeles","3","98001 98047","1840019834"
"Colfax","Colfax","WA","Washington","53075","Whitman","53075","Whitman","46.9032","-117.3394","2811.0","299","polygon","FALSE","TRUE","America/Los_Angeles","3","99111","1840018458"
"Forks","Forks","WA","Washington","53009","Clallam","53009","Clallam","47.9526","-124.3904","4274.0","359","polygon","FALSE","TRUE","America/Los_Angeles","3","98331","1840019781"
"Okanogan","Okanogan","WA","Washington","53047","Okanogan","53047","Okanogan","48.3671","-119.5784","2571","493","polygon","FALSE","TRUE","America/Los_Angeles","3","98840","1840019760"
"Union Hill-Novelty Hill","Union Hill-Novelty Hill","WA","Washington","53033","King","53033","King","47.6788","-122.0284","22109","352","polygon","FALSE","TRUE","America/Los_Angeles","3","98053 98077","1840074663"
"Lake Tapps","Lake Tapps","WA","Washington","53053","Pierce","53053","Pierce","47.2305","-122.1696","13091","409","polygon","FALSE","TRUE","America/Los_Angeles","3","98391","1840041971"
"Tonasket","Tonasket","WA","Washington","53047","Okanogan","53047","Okanogan","48.7077","-119.4412","1126","459","polygon","FALSE","TRUE","America/Los_Angeles","3","98855","1840021057"
"Lakeview","Lakeview","WA","Washington","53025","Grant","53025","Grant","47.3755","-119.5043","881","301","polygon","FALSE","FALSE","America/Los_Angeles","3","98851","1840136062"
"Pullman","Pullman","WA","Washington","53075","Whitman","53075","Whitman","46.7340","-117.1669","33276.0","1206","polygon","FALSE","TRUE","America/Los_Angeles","3","99164 99163","1840019864"
"Brinnon","Brinnon","WA","Washington","53031","Jefferson","53031","Jefferson","47.6689","-122.9249","703","28","polygon","FALSE","FALSE","America/Los_Angeles","3","98320","1840017329"
"Orchards","Orchards","WA","Washington","53011","Clark","53011","Clark","45.6888","-122.5305","21299","1521","polygon","FALSE","FALSE","America/Los_Angeles","3","98682","1840018519"
"Tekoa","Tekoa","WA","Washington","53075","Whitman","53075","Whitman","47.2247","-117.0732","809","254","polygon","FALSE","TRUE","America/Los_Angeles","3","99033","1840021135"
"Thorp","Thorp","WA","Washington","53037","Kittitas","53037","Kittitas","47.0656","-120.6709","297","93","polygon","FALSE","FALSE","America/Los_Angeles","3","98946","1840018439"
"Liberty Lake","Liberty Lake","WA","Washington","53063","Spokane","53063","Spokane","47.6687","-117.1032","9893","621","polygon","FALSE","TRUE","America/Los_Angeles","3","99019 99016","1840037678"
"Sammamish","Sammamish","WA","Washington","53033","King","53033","King","47.6019","-122.0419","64548","1219","polygon","FALSE","TRUE","America/Los_Angeles","3","98029 98075 98074","1840021115"
"Fern Prairie","Fern Prairie","WA","Washington","53011","Clark","53011","Clark","45.6370","-122.3963","2611","200","polygon","FALSE","FALSE","America/Los_Angeles","3","98607","1840023890"
"Lakewood","Lakewood","WA","Washington","53053","Pierce","53053","Pierce","47.1628","-122.5299","60296","1362","polygon","FALSE","TRUE","America/Los_Angeles","3","98499 98498 98496 98497","1840019860"
